state_load,state_hour,state_pv,state_battery_soc,state_capa_to_charge,state_capa_to_discharge,state_grid_status,state_grid_co2,state_grid_price_import,state_grid_price_export,state_co2_emission,state_pv_load_diff,state_cost,state_normalized_cost,state_prev_load,state_prev_pv,state_prev_grid_price_import,state_prev_grid_co2,state_prev_action_grid_import,state_cost_co2,state_sum_load,action_battery_power,config_starting_time_step,config_cost_battery,episode,iteration
7554.699201588847,0.0,0.0,0.2,58048.88888888889,0.0,1.0,0.273658597,0.08,0.0,1811.5427951766537,-7554.699201588847,785.6116040874656,0.0,7555.716557122502,0.0,0.08,0.23975790800000002,7555.716557122502,0.1,543229.6437556096,0,0,0,0,0
7553.522489108409,1.0,0.0,0.2,58048.88888888889,0.0,1.0,0.270383127,0.08,0.0,2067.4083842638242,-7553.522489108409,811.1167745534902,0.0,7554.699201588847,0.0,0.08,0.273658597,7554.699201588847,0.1,543229.6437556096,0,0,0,0,1
7552.055584033238,2.0,0.0,0.2,58048.88888888889,0.0,1.0,0.26368869300000003,0.08,0.0,2042.345030469955,-7552.055584033238,808.5163021756683,0.0,7553.522489108409,0.0,0.08,0.270383127,7553.522489108409,0.1,543229.6437556096,0,0,0,0,2
7580.2915267471635,3.0,0.0,0.2,58048.88888888889,0.0,1.0,0.263670279,0.08,0.0,1991.3916664170765,-7580.2915267471635,803.3036133643667,0.0,7552.055584033238,0.0,0.08,0.26368869300000003,7552.055584033238,0.1,543229.6437556096,0,0,0,0,3
8088.516757359874,4.0,0.0,0.2,58048.88888888889,0.0,1.0,0.256445238,0.2,0.0,1998.6975817587606,-8088.516757359874,806.2930803156491,0.0,7580.2915267471635,0.0,0.08,0.263670279,7580.2915267471635,0.1,543229.6437556096,0,0,0,0,4
8256.484662263707,5.0,0.0,0.2,58048.88888888889,0.0,1.0,0.267006115,0.2,0.0,2074.261604908141,-8256.484662263707,1825.129511962789,0.0,8088.516757359874,0.0,0.2,0.256445238,8088.516757359874,0.1,543229.6437556096,0,0,0,0,5
7276.310136086855,6.0,0.0,0.2,58048.88888888889,0.0,1.0,0.27455094399999996,0.2,0.0,2204.5318932281193,-7276.310136086855,1871.7501217755535,0.0,8256.484662263707,0.0,0.2,0.267006115,8256.484662263707,0.1,543229.6437556096,0,0,0,0,6
6778.782693542919,7.0,0.0,0.2,58048.88888888889,0.0,1.0,0.267613187,0.2,0.0,1997.7178166994142,-6778.782693542919,1655.0338088873125,0.0,7276.310136086855,0.0,0.2,0.27455094399999996,7276.310136086855,0.1,543229.6437556096,0,0,0,0,7
6417.329909713756,8.0,5458.212458857694,0.2,58048.88888888889,0.0,1.0,0.266741336,0.2,0.0,1814.0916405994649,-959.1174508560616,1537.1657027685305,0.0,6778.782693542919,0.0,0.2,0.267613187,6778.782693542919,0.1,543229.6437556096,0,0,0,0,8
6422.409842979153,9.0,8931.620387221683,0.2,58048.88888888889,0.0,1.0,0.26746132,0.2,0.0,255.83627022226023,2509.21054424253,217.40711719343835,0.0,6417.329909713756,5458.212458857694,0.2,0.266741336,959.1174508560616,0.1,543229.6437556096,0,0,0,0,9
6518.672309999793,10.0,7230.359361084219,0.23458065216780152,55539.67834464635,2032.4605408364507,1.0,0.269173428,0.2,0.0,0.0,711.6870510844265,0.0,0.0,6422.409842979153,8931.620387221683,0.2,0.26746132,0.0,0.1,543229.6437556096,2509.21054424253,0,0,0,10
6428.283506147384,11.0,7443.016989351402,0.24438875791737635,54827.99129356193,2608.9270522148367,1.0,0.269990956,0.2,0.0,0.0,1014.7334832040178,0.0,0.0,6518.672309999793,7230.359361084219,0.2,0.269173428,0.0,0.1,543229.6437556096,711.6870510844265,0,0,0,11
6436.870240998111,12.0,5812.641839303,0.2583732940919972,53813.257810357914,3430.8611736100916,1.0,0.271028271,0.2,0.0,0.0,-624.2284016951107,0.0,0.0,6428.283506147384,7443.016989351402,0.2,0.269990956,0.0,0.1,543229.6437556096,1014.7334832040178,0,0,0,12
6439.339517803621,13.0,7655.674617618585,0.24775255888038145,54583.910158129656,2806.63277191498,1.0,0.270058934,0.08,0.0,0.0,1216.3350998149645,0.0,-0.0002609652039623439,6436.870240998111,5812.641839303,0.2,0.271028271,0.0,0.1,543229.6437556096,-624.2284016951107,0,0,0,13
6438.1462320807605,14.0,4324.038441432719,0.26451546508715684,53367.57505831469,3791.8642027651,1.0,0.268036139,0.08,0.0,0.0,-2114.1077906480414,0.0,0.0,6439.339517803621,7655.674617618585,0.08,0.270058934,0.0,0.1,543229.6437556096,1216.3350998149645,0,0,0,14
6423.378244878831,15.0,283.5435043562439,0.22854565180677094,55977.58467639869,1677.7564121170597,1.0,0.23624217100000003,0.08,0.0,0.0,-6139.834740522587,0.0,-0.0004156517502512008,6438.1462320807605,4324.038441432719,0.08,0.268036139,0.0,0.1,543229.6437556096,-2114.1077906480414,0,0,0,15
7197.083229706747,16.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.177314676,0.2,0.0,1054.1310714745728,-7197.083229706747,462.3793734198995,-0.00032004180310960786,6423.378244878831,283.5435043562439,0.08,0.23624217100000003,4462.078328405527,0.1,543229.6437556096,-1677.7564121170597,0,0,0,16
7578.600637531323,17.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.154404466,0.2,0.0,1276.1484810204854,-7578.600637531323,1567.0314940433982,0.0,7197.083229706747,0.0,0.2,0.177314676,7197.083229706747,0.1,543229.6437556096,0,0,0,0,17
7603.443997444473,18.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.147119995,0.2,0.0,1170.1697844652833,-7603.443997444473,1632.737105952793,0.0,7578.600637531323,0.0,0.2,0.154404466,7578.600637531323,0.1,543229.6437556096,0,0,0,0,18
7600.612860153097,19.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.14706065699999998,0.2,0.0,1118.618642886811,-7600.612860153097,1632.550663777576,0.0,7603.443997444473,0.0,0.2,0.147119995,7603.443997444473,0.1,543229.6437556096,0,0,0,0,19
7582.520503805937,20.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.150619718,0.2,0.0,1117.7511208167634,-7582.520503805937,1631.8976841122958,0.0,7600.612860153097,0.0,0.2,0.14706065699999998,7600.612860153097,0.1,543229.6437556096,0,0,0,0,20
7559.733485508769,21.0,0.0,0.19999999999999998,58048.88888888889,0.0,1.0,0.156484683,0.2,0.0,1142.0771000124682,-7559.733485508769,1630.7118107624342,0.0,7582.520503805937,0.0,0.2,0.150619718,7582.520503805937,0.1,543229.6437556096,0,0,0,0,21
